book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
1100,78983,78983,1084150,104,312995059,9780312995060.0,Jeffrey Archer,1979.0,Kane and Abel,"Kane and Abel (Kane and Abel, #1)",en-US,4.27,74052,79184,2779,637,1870,10776,28435,37466,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1101,1609451,1609451,3079132,53,743496744,9780743496740.0,Jodi Picoult,2008.0,Change of Heart,Change of Heart,en-US,3.91,86471,90401,5881,1332,4859,21935,34687,27588,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1102,32370,32370,1825967,40,312423799,9780312423800.0,Augusten Burroughs,2003.0,Dry: A Memoir,Dry,eng,4.01,70550,73886,3148,728,3150,16092,28576,25340,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1103,80568,80568,3164888,60,446613347,9780446613350.0,James Patterson,2001.0,Sam's Letters To Jennifer,Sam's Letters to Jennifer,,4.15,77538,79471,2238,1022,3130,14320,25518,35481,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1104,25644601,25644601,45460946,84,1101946342,9781101946340.0,E.L. James,2015.0,Grey,"Grey (Fifty Shades, #4)",en-GB,3.76,75320,104752,10218,6444,10145,23125,27235,37803,https://images.gr-assets.com/books/1433182986m/25644601.jpg,https://images.gr-assets.com/books/1433182986s/25644601.jpg
1105,106,106,3634570,140,441172695,9780441172700.0,Frank Herbert,1969.0,Dune Messiah ,Dune Messiah (Dune Chronicles #2),eng,3.86,82580,90432,2283,1026,5333,23541,36242,24290,https://images.gr-assets.com/books/1392528394m/106.jpg,https://images.gr-assets.com/books/1392528394s/106.jpg
1106,17267,17267,1215780,82,6280560,9790007672390.0,C.S. Lewis,1945.0,The Great Divorce,The Great Divorce,en-US,4.28,75031,80763,3847,1213,2311,10473,25434,41332,https://images.gr-assets.com/books/1166805741m/17267.jpg,https://images.gr-assets.com/books/1166805741s/17267.jpg
1107,80536,80536,3111329,50,1416528636,9781416528630.0,Jennifer Weiner,2004.0,Little Earthquakes,Little Earthquakes,,3.76,77592,80501,2425,1236,5211,24377,30316,19361,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1108,46306,46306,942531,521,517092913,9780517092910.0,"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter",1835.0,Eventyr og historier,The Complete Fairy Tales,eng,4.28,90999,94395,544,595,2042,14474,30116,47168,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1109,6466909,6466909,6657415,21,316075809,9780316075800.0,Mark Cotta Vaz,2009.0,New Moon: The Complete Illustrated Movie Companion,"New Moon: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #2)",en-US,4.34,82399,83068,191,1285,2812,11978,17496,49497,https://images.gr-assets.com/books/1343724104m/6466909.jpg,https://images.gr-assets.com/books/1343724104s/6466909.jpg
1110,24445517,24445517,24878180,41,,,Colleen Hoover,2014.0,Maybe Someday,"Maybe Someday (Maybe, #1)",eng,4.33,81707,121054,14224,1719,3961,14342,33965,67067,https://images.gr-assets.com/books/1421002815m/24445517.jpg,https://images.gr-assets.com/books/1421002815s/24445517.jpg
1111,31101,31101,1581343,41,767905202,9780767905210.0,Jane Green,1999.0,Mr Maybe,Mr. Maybe,eng,3.41,78132,79157,877,7879,8357,23883,21770,17268,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1112,77392,77392,535245,5,553213172,9780553213170.0,L.M. Montgomery,1915.0,Anne of the Island,"Anne of the Island (Anne of Green Gables, #3)",eng,4.21,97049,102242,2357,1120,2561,16940,34814,46807,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1113,51893,51893,196327,970,140047484,9780140047490.0,"Friedrich Nietzsche, Walter Kaufmann",1883.0,Also sprach Zarathustra,Thus Spoke Zarathustra,eng,4.05,65362,79615,2185,1875,4197,14658,26373,32512,https://images.gr-assets.com/books/1480901846m/51893.jpg,https://images.gr-assets.com/books/1480901846s/51893.jpg
1114,156538,156538,1016482,434,140620192,9780140620190.0,"Elizabeth Gaskell, Alan Shelston",1854.0,North and South,North and South,eng,4.13,95274,106167,5470,2016,4265,17507,36518,45861,https://images.gr-assets.com/books/1349633381m/156538.jpg,https://images.gr-assets.com/books/1349633381s/156538.jpg
1115,11330361,11330361,16258764,43,1451629184,9781451629190.0,Jaycee Dugard,2011.0,A Stolen Life,A Stolen Life,en-US,3.89,72713,80357,6978,1318,4977,20465,28359,25238,https://images.gr-assets.com/books/1327928284m/11330361.jpg,https://images.gr-assets.com/books/1327928284s/11330361.jpg
1116,7913305,7913305,11196793,45,,,Amish Tripathi,2010.0,The Immortals of Meluha,"The Immortals of Meluha (Shiva Trilogy, #1)",eng,4.0,62784,70458,4023,1181,3044,13102,30076,23055,https://images.gr-assets.com/books/1334659192m/7913305.jpg,https://images.gr-assets.com/books/1334659192s/7913305.jpg
1117,8650,8650,1212784,121,752224417,9780752224410.0,Michael Crichton,1995.0,The Lost World,"The Lost World (Jurassic Park, #2)",eng,3.72,83389,92767,2426,1339,7287,28723,33791,21627,https://images.gr-assets.com/books/1386864575m/8650.jpg,https://images.gr-assets.com/books/1386864575s/8650.jpg
1118,9593913,9593913,14480925,73,62014536,9780062014540.0,Lauren Oliver,2013.0,Requiem,"Requiem (Delirium, #3)",eng,3.74,100593,109040,12202,2496,9699,30219,37521,29105,https://images.gr-assets.com/books/1340992438m/9593913.jpg,https://images.gr-assets.com/books/1340992438s/9593913.jpg
1119,13890,13890,791214,56,812550285,9780812550280.0,Robert Jordan,1996.0,A Crown of Swords,"A Crown of Swords (Wheel of Time, #7)",eng,4.0,86421,93771,1517,1004,4645,20983,33747,33392,https://images.gr-assets.com/books/1358542379m/13890.jpg,https://images.gr-assets.com/books/1358542379s/13890.jpg
1120,21348,21348,868263,942,192840509,9780192840510.0,"Aesop, Laura Harris, Laura Gibbs",-560.0,Aesopica,Aesop's Fables,eng,4.05,88508,98962,1441,773,3717,22587,34885,37000,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1121,394535,394535,1065465,102,679728759,9780679728760.0,Cormac McCarthy,1985.0,Blood Meridian: Or the Evening Redness in the West,"Blood Meridian, or the Evening Redness in the West",eng,4.18,71095,79519,7307,1879,4408,10899,22276,40057,https://images.gr-assets.com/books/1453995760m/394535.jpg,https://images.gr-assets.com/books/1453995760s/394535.jpg
1122,12751687,12751687,17892468,57,1442426675,9781442426670.0,Becca Fitzpatrick,2012.0,Finale,"Finale (Hush, Hush, #4)",eng,4.22,107569,112153,7499,2275,5250,16485,29317,58826,https://images.gr-assets.com/books/1362408156m/12751687.jpg,https://images.gr-assets.com/books/1362408156s/12751687.jpg
1123,13440,13440,1814,2,751504386,9780751504380.0,Stephen King,1985.0,Skeleton Crew,Skeleton Crew,eng,3.93,82320,88036,1251,682,3870,23568,32885,27031,https://images.gr-assets.com/books/1271861632m/13440.jpg,https://images.gr-assets.com/books/1271861632s/13440.jpg
1124,22206,22206,1311854,67,99437961,9780099437960.0,Chuck Palahniuk,2002.0,Lullaby,Lullaby,,3.73,66713,76680,2586,1404,6142,22378,28519,18237,https://images.gr-assets.com/books/1327268513m/22206.jpg,https://images.gr-assets.com/books/1327268513s/22206.jpg
1125,6969361,6969361,7208552,21,8129115301,9788129115300.0,Chetan Bhagat,2009.0,Two States,2 States: The Story of My Marriage,eng,3.42,67866,69282,2421,3590,9682,22345,21176,12489,https://images.gr-assets.com/books/1255292027m/6969361.jpg,https://images.gr-assets.com/books/1255292027s/6969361.jpg
1126,263145,263145,255083,25,1421508222,9781421508220.0,"Matsuri Hino, Tomo Kimura",2005.0,ヴァンパイア騎士 1,"Vampire Knight, Vol. 1 (Vampire Knight, #1)",eng,4.1,89733,90130,1192,3142,5748,15602,20167,45471,https://images.gr-assets.com/books/1329232329m/263145.jpg,https://images.gr-assets.com/books/1329232329s/263145.jpg
1127,91478,91478,912988,46,451458923,9780451458930.0,Jim Butcher,2002.0,Summer Knight,"Summer Knight (The Dresden Files, #4)",eng,4.3,91012,98512,3137,150,1156,12546,39840,44820,https://images.gr-assets.com/books/1345557469m/91478.jpg,https://images.gr-assets.com/books/1345557469s/91478.jpg
1128,61975,61975,2467422,99,345484266,9780345484260.0,"Anne McCaffrey, Teodor Panasiński",1968.0,Dragonflight,"Dragonflight (Dragonriders of Pern, #1)",eng,4.1,95378,101637,2385,1514,4189,19367,34403,42164,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1129,1081560,1081560,1068303,3,618968474,9780618968470.0,"John D. Rateliff, J.R.R. Tolkien",2007.0,"The History of the Hobbit, Part One: Mr. Baggins","The History of the Hobbit, Part One: Mr. Baggins",eng,3.81,108399,108445,46,11128,7366,17923,26641,45387,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1130,17788401,17788401,24878172,21,,,Colleen Hoover,2014.0,Ugly Love,Ugly Love,eng,4.3,107583,116301,15257,1759,4146,14108,33398,62890,https://images.gr-assets.com/books/1399179135m/17788401.jpg,https://images.gr-assets.com/books/1399179135s/17788401.jpg
1131,47401,47401,2930558,143,014100018X,9780141000180.0,Joanne Harris,1998.0,Chocolat,"Chocolat (Chocolat, #1)",eng,3.95,84770,93092,3437,916,4161,22099,37751,28165,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1132,293101,293101,284389,43,553116606,9780553116600.0,Jay Anson,1977.0,The Amityville Horror,The Amityville Horror,eng,3.82,80959,83364,1567,1955,6514,22774,25273,26848,https://images.gr-assets.com/books/1306079371m/293101.jpg,https://images.gr-assets.com/books/1306079371s/293101.jpg
1133,11713,11713,3009869,58,771068719,9780771068710.0,Michael Ondaatje,1992.0,The English Patient,The English Patient,,3.88,83741,92162,3308,2829,6755,19783,32472,30323,https://images.gr-assets.com/books/1320527907m/11713.jpg,https://images.gr-assets.com/books/1320527907s/11713.jpg
1134,13639050,13639050,19252471,38,1936305550,9781936305550.0,Sylvain Reynard,2012.0,Gabriel's Rapture,"Gabriel's Rapture (Gabriel's Inferno, #2)",eng,4.22,91213,96953,3449,1868,4020,13830,28161,49074,https://images.gr-assets.com/books/1343962380m/13639050.jpg,https://images.gr-assets.com/books/1343962380s/13639050.jpg
1135,11012,11012,260248,1101,192839993,9780192839990.0,"James Joyce, Jeri Johnson",1914.0,Dubliners,Dubliners,eng,3.85,73140,91256,4078,2091,6230,22010,33444,27481,https://images.gr-assets.com/books/1334138184m/11012.jpg,https://images.gr-assets.com/books/1334138184s/11012.jpg
1136,5941033,5941033,6113503,74,1400063736,9781400063730.0,Colum McCann,2009.0,Let the Great World Spin,Let the Great World Spin,en-US,3.93,71515,79306,8255,1644,4957,16425,30475,25805,https://images.gr-assets.com/books/1474988022m/5941033.jpg,https://images.gr-assets.com/books/1474988022s/5941033.jpg
1137,227865,227865,1333018,119,141321318,9780141321320.0,Eoin Colfer,2003.0,The Eternity Code,"The Eternity Code (Artemis Fowl, #3)",eng,4.04,94437,102207,1900,1169,3601,21954,38901,36582,https://images.gr-assets.com/books/1327945417m/227865.jpg,https://images.gr-assets.com/books/1327945417s/227865.jpg
1138,43933,43933,977015,119,440236703,9780440236700.0,Harlan Coben,2001.0,Tell No One,Tell No One,eng,4.11,78070,85209,3738,681,2559,15411,34596,31962,https://images.gr-assets.com/books/1421365049m/43933.jpg,https://images.gr-assets.com/books/1421365049s/43933.jpg
1139,17660,17660,150226,109,,,Stephen King,1987.0,The Tommyknockers,The Tommyknockers,eng,3.48,89262,95301,1854,4220,12369,31577,28068,19067,https://images.gr-assets.com/books/1394210331m/17660.jpg,https://images.gr-assets.com/books/1394210331s/17660.jpg
1140,5287473,5287473,5354884,53,1423121309,9781423121300.0,Rachel Hawkins,2010.0,Hex Hall,"Hex Hall (Hex Hall, #1)",eng,3.96,109881,114594,7766,2764,6358,24747,39195,41530,https://images.gr-assets.com/books/1368393885m/5287473.jpg,https://images.gr-assets.com/books/1368393885s/5287473.jpg
1141,13099738,13099738,18272194,33,761169253,9780761169250.0,Austin Kleon,2010.0,Steal Like an Artist,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,en-US,3.86,93625,97114,3270,6460,6550,18714,27654,37736,https://images.gr-assets.com/books/1404576602m/13099738.jpg,https://images.gr-assets.com/books/1404576602s/13099738.jpg
1142,816,816,1166797,3,60512806,9780060512800.0,Neal Stephenson,1999.0,Cryptonomicon,Cryptonomicon,eng,4.25,72683,81409,4342,1223,2983,10487,26399,40317,https://images.gr-assets.com/books/1327931476m/816.jpg,https://images.gr-assets.com/books/1327931476s/816.jpg
1143,16102004,16102004,21912533,47,1476730105,9781476730100.0,Christina Lauren,2013.0,Beautiful Bastard,"Beautiful Bastard (Beautiful Bastard, #1)",eng,4.05,111668,119301,7381,3634,6573,20642,37561,50891,https://images.gr-assets.com/books/1362258921m/16102004.jpg,https://images.gr-assets.com/books/1362258921s/16102004.jpg
1144,14249,14249,718772,51,60959037,9780060959040.0,Barbara Kingsolver,2000.0,Prodigal Summer,Prodigal Summer,en-US,3.98,78529,81104,5233,1196,4129,17398,30971,27410,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1145,5204,5204,420701,52,452282829,9780452282830.0,Joyce Carol Oates,1996.0,We Were the Mulvaneys,We Were the Mulvaneys,eng,3.7,77251,80906,2557,2679,7047,22287,29134,19759,https://images.gr-assets.com/books/1309282868m/5204.jpg,https://images.gr-assets.com/books/1309282868s/5204.jpg
1146,102920,102920,2415847,37,006097625X,9780060976260.0,Scott McCloud,1993.0,Understanding Comics: The Invisible Art,Understanding Comics: The Invisible Art,en-US,3.98,77277,77953,1659,4662,4632,12948,20928,34783,https://images.gr-assets.com/books/1328408101m/102920.jpg,https://images.gr-assets.com/books/1328408101s/102920.jpg
1147,7842288,7842288,10937544,76,316077054,9780316077060.0,"Kami Garcia, Margaret Stohl",2010.0,Beautiful Darkness,"Beautiful Darkness (Caster Chronicles, #2)",en-US,3.84,95447,107651,6614,2229,7934,27698,36754,33036,https://images.gr-assets.com/books/1327879100m/7842288.jpg,https://images.gr-assets.com/books/1327879100s/7842288.jpg
1148,12391521,12391521,14262366,47,1594485755,9781594485760.0,Jon Ronson,2011.0,The Psychopath Test,The Psychopath Test: A Journey Through the Madness Industry,eng,3.91,44097,86096,5455,1746,4168,19334,35362,25486,https://images.gr-assets.com/books/1364166270m/12391521.jpg,https://images.gr-assets.com/books/1364166270s/12391521.jpg
1149,14865,14865,3254054,65,743454553,9780743454550.0,Jodi Picoult,2005.0,Vanishing Acts,Vanishing Acts,en-US,3.68,79662,82770,3872,1234,6255,27232,31134,16915,https://images.gr-assets.com/books/1407719603m/14865.jpg,https://images.gr-assets.com/books/1407719603s/14865.jpg
1150,15159,15159,2837,102,330419641,9780330419640.0,David Baldacci,1995.0,Absolute Power,Absolute Power,eng,4.15,72481,76197,1344,589,1787,13178,30957,29686,https://images.gr-assets.com/books/1328399707m/15159.jpg,https://images.gr-assets.com/books/1328399707s/15159.jpg
1151,6858,6858,1268422,51,312976275,9780312976280.0,Janet Evanovich,2000.0,Hot Six,"Hot Six (Stephanie Plum, #6)",eng,4.18,99329,103204,2085,261,1761,18757,40597,41828,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1152,13624688,13624688,19426990,61,1401322786,9781401322790.0,Mitch Albom,2012.0,The Time Keeper,The Time Keeper,eng,3.85,72277,79810,8697,1665,5923,20078,27535,24609,https://images.gr-assets.com/books/1340478576m/13624688.jpg,https://images.gr-assets.com/books/1340478576s/13624688.jpg
1153,33456,33456,3258721,38,60590270,9780060590280.0,Christopher Moore,2006.0,A Dirty Job,"A Dirty Job (Grim Reaper, #1)",en-US,4.08,78523,84684,5640,1310,3297,15234,32020,32823,https://images.gr-assets.com/books/1331323415m/33456.jpg,https://images.gr-assets.com/books/1331323415s/33456.jpg
1154,1301,1301,416305,39,393324818,9780393324820.0,Michael   Lewis,2003.0,Moneyball: The Art of Winning an Unfair Game,Moneyball: The Art of Winning an Unfair Game,en-US,4.24,66406,71498,4030,807,1589,9096,27836,32170,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1155,334123,334123,1121748,99,078681859X,9780786818590.0,Jonathan Stroud,2003.0,The Amulet of Samarkand,"The Amulet of Samarkand (Bartimaeus, #1)",en-US,3.99,86062,95452,4093,2045,5255,19001,34201,34950,https://images.gr-assets.com/books/1327877926m/334123.jpg,https://images.gr-assets.com/books/1327877926s/334123.jpg
1156,611298,611298,2884260,28,446580503,9780446580500.0,"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",2007.0,I Am America (And So Can You!),I Am America (And So Can You!),en-US,3.91,71023,72740,3328,1209,4029,17615,27295,22592,https://images.gr-assets.com/books/1435873807m/611298.jpg,https://images.gr-assets.com/books/1435873807s/611298.jpg
1157,763362,763362,749449,86,688014291,9780688014290.0,"Kenneth H. Blanchard, Spencer Johnson",1981.0,The One Minute Manager,The One Minute Manager,en-US,3.85,70241,72185,1176,1858,4985,18226,23831,23285,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1158,42697,42697,804397,79,553258478,9780553258480.0,Leon Uris,1958.0,Exodus,Exodus,eng,4.33,77258,79096,1442,458,1544,10026,26245,40823,https://images.gr-assets.com/books/1359742531m/42697.jpg,https://images.gr-assets.com/books/1359742531s/42697.jpg
1159,77163,77163,1253009,30,068484477X,9780684844770.0,Ursula Hegi,1994.0,Stones from the River,Stones from the River,en-GB,4.07,80056,81284,1790,1355,3708,15019,29243,31959,https://images.gr-assets.com/books/1366513909m/77163.jpg,https://images.gr-assets.com/books/1366513909s/77163.jpg
1160,2052,2052,1222673,238,394758285,9780394758280.0,Raymond Chandler,1939.0,The Big Sleep,"The Big Sleep (Philip Marlowe, #1)",eng,4.04,84489,90652,3884,1521,4056,17190,34743,33142,https://images.gr-assets.com/books/1371584712m/2052.jpg,https://images.gr-assets.com/books/1371584712s/2052.jpg
1161,4799,4799,824028,155,014200068X,9780142000690.0,John Steinbeck,1945.0,Cannery Row ,Cannery Row,eng,4.02,81598,88541,3926,851,3520,18946,35153,30071,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1162,11230081,11230081,16156051,32,446585025,9780446585030.0,Ellen DeGeneres,2011.0,Seriously...I'm Kidding,Seriously... I'm Kidding,en-US,3.72,74358,79686,5874,2961,8032,21234,23345,24114,https://images.gr-assets.com/books/1441195131m/11230081.jpg,https://images.gr-assets.com/books/1441195131s/11230081.jpg
1163,65119,65119,1209957,83,439272637,9780439272640.0,"Lemony Snicket, Brett Helquist",2000.0,The Miserable Mill,"The Miserable Mill (A Series of Unfortunate Events, #4)",en-US,3.83,101325,109009,2962,1298,7142,31785,37268,31516,https://images.gr-assets.com/books/1352146209m/65119.jpg,https://images.gr-assets.com/books/1352146209s/65119.jpg
1164,11250053,11250053,16176521,57,316175676,9780316175680.0,Eowyn Ivey,2012.0,The Snow Child,The Snow Child,eng,3.95,72328,85022,11419,1238,3845,18320,36287,25332,https://images.gr-assets.com/books/1327098624m/11250053.jpg,https://images.gr-assets.com/books/1327098624s/11250053.jpg
1165,17314430,17314430,23981243,42,,2940016231920.0,"J. Lynn, Jennifer L. Armentrout",2013.0,Wait for You,"Wait for You (Wait for You, #1)",eng,4.19,106236,115224,7550,1772,3824,16957,40784,51887,https://images.gr-assets.com/books/1363819713m/17314430.jpg,https://images.gr-assets.com/books/1363819713s/17314430.jpg
1166,3293821,3293821,3330329,81,810970686,9780810970690.0,Jeff Kinney,2009.0,The Last Straw,"The Last Straw (Diary of a Wimpy Kid, #3)",eng,4.11,82518,87023,4142,1705,4602,16436,23834,40446,https://images.gr-assets.com/books/1350396036m/3293821.jpg,https://images.gr-assets.com/books/1350396036s/3293821.jpg
1167,6656,6656,809248,1579,679433139,9780679433130.0,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale",1308.0,La Divina Commedia,The Divine Comedy,eng,4.06,74130,88924,2745,1235,4476,17788,29573,35852,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1168,48757,48757,55188,67,1405204265,9781405204260.0,"Benjamin Hoff, Ernest H. Shepard",1982.0,The Tao of Pooh,The Tao of Pooh,eng,4.01,69975,77697,3027,1341,3865,16342,27011,29138,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1169,13047090,13047090,18211575,44,1620610116,9781620610110.0,Jennifer L. Armentrout,2012.0,Onyx,"Onyx (Lux, #2)",eng,4.33,111448,119355,9018,1174,3166,14340,36807,63868,https://images.gr-assets.com/books/1329408511m/13047090.jpg,https://images.gr-assets.com/books/1329408511s/13047090.jpg
1170,13104080,13104080,18276967,45,62085530,9780062085540.0,Tahereh Mafi,2013.0,"Unravel Me (Shatter Me, #2)","Unravel Me (Shatter Me, #2)",eng,4.28,109183,116847,11511,1764,3826,14757,36003,60497,https://images.gr-assets.com/books/1340287622m/13104080.jpg,https://images.gr-assets.com/books/1340287622s/13104080.jpg
1171,28078,28078,815591,65,812968972,9780812968970.0,Sarah Dunant,2003.0,The Birth of Venus,The Birth of Venus,en-US,3.79,78129,79989,2952,1743,5465,22050,29609,21122,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1172,114954,114954,1537541,100,,9781423104000.0,Eoin Colfer,2005.0,The Opal Deception,"The Opal Deception  (Artemis Fowl, #4)",eng,4.04,95638,101315,1592,1019,3646,21890,38429,36331,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1173,25074850,25074850,27669153,111,385354282,9780385354290.0,"David Lagercrantz, Stieg Larsson, George Goulding",2015.0,Det som inte dödar oss,"The Girl in the Spider's Web (Millennium, #4)",eng,3.73,53751,81860,9763,1850,5662,22883,33656,17809,https://images.gr-assets.com/books/1427843648m/25074850.jpg,https://images.gr-assets.com/books/1427843648s/25074850.jpg
1174,26893819,26893819,42856015,59,081299860X,9780812998600.0,Emma Cline,2016.0,The Girls,The Girls,eng,3.49,76761,94812,11573,2905,11033,32122,34599,14153,https://images.gr-assets.com/books/1492065338m/26893819.jpg,https://images.gr-assets.com/books/1492065338s/26893819.jpg
1175,179064,179064,2715267,34,1582349908,9781582349910.0,Shannon Hale,2003.0,The Goose Girl,"The Goose Girl (The Books of Bayern, #1)",en-US,4.18,92952,97013,8818,1726,3198,14755,33819,43515,https://images.gr-assets.com/books/1330728389m/179064.jpg,https://images.gr-assets.com/books/1330728389s/179064.jpg
1176,21671,21671,1234249,97,60584750,9780060584760.0,Dennis Lehane,2001.0,Mystic River,Mystic River,en-US,4.19,86103,91248,2836,943,2406,13458,36410,38031,https://images.gr-assets.com/books/1407109549m/21671.jpg,https://images.gr-assets.com/books/1407109549s/21671.jpg
1177,7619057,15842439,10090210,73,99549344,9780099549340.0,Isaac Marion,2010.0,Warm Bodies,"Warm Bodies (Warm Bodies, #1)",,3.93,66381,91450,9979,1779,5283,20394,33652,30342,https://images.gr-assets.com/books/1323400027m/7619057.jpg,https://images.gr-assets.com/books/1323400027s/7619057.jpg
1178,62446,62446,2071994,927,451528352,9780451528350.0,"Mark Twain, Everett H. Emerson",1881.0,The Prince and the Pauper,The Prince and the Pauper,eng,3.84,84682,90583,1565,1053,5031,26289,33530,24680,https://images.gr-assets.com/books/1376406798m/62446.jpg,https://images.gr-assets.com/books/1376406798s/62446.jpg
1179,16690,16690,1048525,105,340837942,9780340837950.0,Robert A. Heinlein,1966.0,The Moon is a Harsh Mistress,The Moon is a Harsh Mistress,eng,4.17,80366,86665,2783,877,2892,14617,30401,37878,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1180,6642715,6642715,19051480,85,670021458,9780670021450.0,"Elif Shafak, إليف شافاق, ارسلان فصیحی, محمد درويش",2010.0,The Forty Rules of Love,The Forty Rules of Love,eng,4.17,35283,73274,10114,2119,3582,10129,21560,35884,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1181,6423,6423,1874115,54,330371231,9780330371230.0,Janet Evanovich,1999.0,High Five,"High Five (Stephanie Plum, #5)",eng,4.17,92737,101162,2225,234,1715,18880,40111,40222,https://images.gr-assets.com/books/1270849101m/6423.jpg,https://images.gr-assets.com/books/1270849101s/6423.jpg
1182,13596166,13596166,19185026,82,1781162646,9781781162640.0,Stephen King,2013.0,Joyland,Joyland,eng,3.9,75018,82221,9627,1349,4135,19027,34328,23382,https://images.gr-assets.com/books/1348154483m/13596166.jpg,https://images.gr-assets.com/books/1348154483s/13596166.jpg
